title,authors,description,published_date
Digital Humanities,Source Wikipedia,"Please note that the content of this book primarily consists of articles available from Wikipedia or other free sources online. Pages: 39. Chapters: Alliance of Digital Humanities Organizations, Association for Computers and the Humanities, Association for Literary and Linguistic Computing, Chinese Text Project, Computational archaeology, Computers and writing, Cultural analytics, Cybertext, David De Roure, Digital Classicist, Digital classics, Digital history, Digital Humanities conference, Digital Humanities Quarterly, Digital library, Digital Medievalist, DRAPIer, Electronic Cultural Atlas Initiative, Electronic literature, EpiDoc, First Monday (journal), Friedrich Kittler, Genetic editing, Great Depression in Washington State Project, Humanistic informatics, Humanist (electronic seminar), Internet Shakespeare Editions, Journal of Artificial Societies and Social Simulation, Libraries in Second Life, Library and Archival Exhibitions on the Web, Marilyn Deegan, New literacies, Online exhibition, Perseus Project, Roberto Busa, Roman de la Rose Digital Library, Software studies, Stylometry, Text Encoding Initiative, THATCamp, Transliteracy, Virtual heritage. Excerpt: A digital library is a library in which collections are stored in digital formats (as opposed to print, microform, or other media) and accessible via computers.The digital content may be stored locally, or accessed remotely via computer networks. A digital library is a type of information retrieval system. In the context of the DELOS, a Network of Excellence on Digital Libraries, and DL.org, a Coordination Action on Digital Library Interoperability, Best Practices and Modelling Foundations, Digital Library researchers and practitioners produced a Digital Library Reference Model which defines a digital library as: ""A potentially virtual organisation, that comprehensively collects, manages and preserves for the long depth of time rich digital content, and offers to its targeted user communities...",2013-09
Digital Humanities Third Edition,Gerardus Blokdyk,"How do we maintain Digital humanities's Integrity? Is maximizing Digital humanities protection the same as minimizing Digital humanities loss? Are there any constraints known that bear on the ability to perform Digital humanities work? How is the team addressing them? What are internal and external Digital humanities relations? How frequently do you track Digital humanities measures? Defining, designing, creating, and implementing a process to solve a challenge or meet an objective is the most valuable role... In EVERY group, company, organization and department. Unless you are talking a one-time, single-use project, there should be a process. Whether that process is managed and implemented by humans, AI, or a combination of the two, it needs to be designed by someone with a complex enough perspective to ask the right questions. Someone capable of asking the right questions and step back and say, 'What are we really trying to accomplish here? And is there a different way to look at it?' This Self-Assessment empowers people to do just that - whether their title is entrepreneur, manager, consultant, (Vice-)President, CxO etc... - they are the people who rule the future. They are the person who asks the right questions to make Digital humanities investments work better. This Digital humanities All-Inclusive Self-Assessment enables You to be that person. All the tools you need to an in-depth Digital humanities Self-Assessment. Featuring 682 new and updated case-based questions, organized into seven core areas of process design, this Self-Assessment will help you identify areas in which Digital humanities improvements can be made. In using the questions you will be better able to: - diagnose Digital humanities projects, initiatives, organizations, businesses and processes using accepted diagnostic standards and practices - implement evidence-based best practice strategies aligned with overall goals - integrate recent advances in Digital humanities and process design strategies into practice according to best practice guidelines Using a Self-Assessment tool known as the Digital humanities Scorecard, you will develop a clear picture of which Digital humanities areas need attention. Your purchase includes access details to the Digital humanities self-assessment dashboard download which gives you your dynamically prioritized projects-ready tool and shows your organization exactly what to do next. You will receive the following contents with New and Updated specific criteria: - The latest quick edition of the book in PDF - The latest complete edition of the book in PDF, which criteria correspond to the criteria in... - The Self-Assessment Excel Dashboard, and... - Example pre-filled Self-Assessment Excel Dashboard to get familiar with results generation ...plus an extra, special, resource that helps you with project managing. INCLUDES LIFETIME SELF ASSESSMENT UPDATES Every self assessment comes with Lifetime Updates and Lifetime Free Updated Books. Lifetime Updates is an industry-first feature which allows you to receive verified self assessment updates, ensuring you always have the most accurate information at your fingertips.",2018-08-08
Digital Humanities and Material Religion,"Emily Suzanne Clark,Rachel Mc Bride Lindsey","Building from a range of essays representing multiple fields of expertise and traversing multiple religious traditions, this important text provides analytic rigor to a question now pressing the academic study of religion: what is the relationship between the material and the digital? Its chapters address a range of processes of mediation between the digital and the material from a variety of perspectives and sub-disciplines within the field of religion in order to theorize the implications of these two turns in scholarship, offer case studies in methodology, and reflect on various tools and processes. Authors attend to religious practices and the internet, digital archives of religion, decolonization, embodiment, digitization of religious artefacts and objects, and the ways in which varied relationships between the digital and the material shape religious life. Collectively, the volume demonstrates opportunities and challenges at the intersection of digital humanities and material religion. Rather than defining the bounds of a new field of inquiry, the essays make a compelling case, collectively and on their own, for the interpretive scrutiny required of the humanities in the digital age.",2022-04-04
Electronic Literature as Digital Humanities,"Dene Grigar,James O’Sullivan","This book is available as open access through the Bloomsbury Open programme and is available on www.bloomsburycollections.com. Electronic Literature as Digital Humanities: Contexts, Forms & Practices is a volume of essays that provides a detailed account of born-digital literature by artists and scholars who have contributed to its birth and evolution. Rather than offering a prescriptive definition of electronic literature, this book takes an ontological approach through descriptive exploration, treating electronic literature from the perspective of the digital humanities (DH)––that is, as an area of scholarship and practice that exists at the juncture between the literary and the algorithmic. The domain of DH is typically segmented into the two seemingly disparate strands of criticism and building, with scholars either studying the synthesis between cultural expression and screens or the use of technology to make artifacts in themselves. This book regards electronic literature as fundamentally DH in that it synthesizes these two constituents. Electronic Literature as Digital Humanities provides a context for the development of the field, informed by the forms and practices that have emerged throughout the DH moment, and finally, offers resources for others interested in learning more about electronic literature.",2022-08-25
New Digital Worlds,Roopika Risam,"The emergence of digital humanities has been heralded for its commitment to openness, access, and the democratizing of knowledge, but it raises a number of questions about omissions with respect to race, gender, sexuality, disability, and nation. Postcolonial digital humanities is one approach to uncovering and remedying inequalities in digital knowledge production, which is implicated in an information-age politics of knowledge. New Digital Worlds traces the formation of postcolonial studies and digital humanities as fields, identifying how they can intervene in knowledge production in the digital age. Roopika Risam examines the role of colonial violence in the development of digital archives and the possibilities of postcolonial digital archives for resisting this violence. Offering a reading of the colonialist dimensions of global organizations for digital humanities research, she explores efforts to decenter these institutions by emphasizing the local practices that subtend global formations and pedagogical approaches that support this decentering. Last, Risam attends to human futures in new digital worlds, evaluating both how algorithms and natural language processing software used in digital humanities projects produce universalist notions of the ""human"" and also how to resist this phenomenon.",2018-11-15
Digital Humanities,Bernard Wilcox,"The field of study concerned with the interaction of humanities and digital technologies is referred to as digital humanities. The systematic use of humanities related digital resources and their applications are included in this field. It uses computing tools like text mining, data mining, data visualization, hypertext, digital mapping, statistics, information retrieval and hypermedia, among many others. Fields related to digital humanities are software studies, critical code studies and platform studies. The diverse methods in this discipline include enhanced critical curation, cultural analytics, aggregation, the animated archive, database documentaries, augmented editions, etc. This book attempts to understand the multiple branches that fall under the discipline of digital humanities and how such concepts have practical applications. It strives to provide a fair idea about this discipline and to help develop a better understanding of the latest advances within this field. The topics covered in this book offer the readers new insights in the field of digital humanities.",2019-06-18
Breaking the Book,Laura Mandell,"Breaking the Book is a manifesto on the cognitiveconsequences and emotional effects of human interactions withphysical books that reveals why the traditional humanitiesdisciplines are resistant to 'digital' humanities. Explores the reasons why the traditional humanities disciplinesare resistant to 'digital humanities' Reveals facets of book history, offering it as an example ofhow different media shape our modes of thinking and feeling Gathers together the most important book history and literarycriticism concerning the hundred years leading up to the early19th-century emergence of mass print culture Predicts effects of the digital revolution on disciplinarity,expertise, and the institutional restructuring of thehumanities",2015-05-14
Guerrilla Theory,Matthew Applegate,"""The figure of the guerrilla appears in digital humanities' (DH) recent history as an agent of tactical reformation. It refers to various disciplinary desires: a claim to collaborative and inclusive pedagogy, minimal and encrypted computing, and a host of political interventions such as queer politics, critical race studies, and feminist theory. Drawing out the political, ontological, and technological underpinnings of the guerrilla as a figure, this text connects popular iterations of its practice to DH's political rhetoric and infrastructure. By doing so, it reorients DH's conceptual lexicon around practices of collective becoming, mediated by claims to conflict, antagonism, and democratic will. The introduction and chapter one pair a theory-driven analysis of DH's minoritarian interventions alongside contemporary political theory by focusing on Michael Hardt and Antonio Negri's radical democratic ingresses into network theory. These chapters also explore work by thinkers formative of #transformDH like Moya Bailey, Natalia Cecire, and others. Chapters two, three, and four connect post/decolonial, feminist, and Marxist iterations of DH praxis to the aesthetic histories of actually existing guerrilla movements (Latin American Third Cinema, Black Mask's anti-representational politics, and the documentary cinema of the Black Panther Party). All three chapters balance guerrilla history and DH method by exploring their common concepts: critical/politicized acts of making, representational and anti-representational politics, and the production of the common. ""Guerilla Theory's"" conclusion offers a concept of digital humanities as a form of critical university studies, challenging DH's current political scope, and thus its future institutional impact.""--Provided by publisher.",2020-02-15
Hacking the Academy,"Daniel J Cohen,Joseph T Scheinfeldt","On May 21, 2010, Daniel J. Cohen and Tom Scheinfeldt posted the following provocative questions online: “Can an algorithm edit a journal? Can a library exist without books? Can students build and manage their own learning management platforms? Can a conference be held without a program? Can Twitter replace a scholarly society?” As recently as the mid-2000s, questions like these would have been unthinkable. But today serious scholars are asking whether the institutions of the academy as they have existed for decades, even centuries, aren’t becoming obsolete. Every aspect of scholarly infrastructure is being questioned, and even more importantly, being hacked. Sympathetic scholars of traditionally disparate disciplines are canceling their association memberships and building their own networks on Facebook and Twitter. Journals are being compiled automatically from self-published blog posts. Newly minted PhDs are forgoing the tenure track for alternative academic careers that blur the lines between research, teaching, and service. Graduate students are looking beyond the categories of the traditional CV and building expansive professional identities and popular followings through social media. Educational technologists are “punking” established technology vendors by rolling out their own open source infrastructure. Here, in Hacking the Academy, Daniel J. Cohen and Tom Scheinfeldt have gathered a sampling of the answers to their initial questions from scores of engaged academics who care deeply about higher education. These are the responses from a wide array of scholars, presenting their thoughts and approaches with a vibrant intensity, as they explore and contribute to ongoing efforts to rebuild scholarly infrastructure for a new millennium.",2013-05-13
"Digital Preservation for Libraries, Archives, and Museums","Edward M. Corrado,Heather Moulaison Sandy","Digital Preservation in Libraries, Archives, and Museums represents a new approach to getting started with digital preservation: that of what cultural heritage professionals need to know as they begin their work. For administrators and practitioners alike, the information in this book is presented readably, focusing on management issues and best practices. Although this book addresses technology, it is not solely focused on technology. After all, technology changes and digital preservation is aimed for the long term. This is not a how-to book giving step-by-step processes for certain materials in a given kind of system. Instead, it addresses a broad group of resources that could be housed in any number of digital preservation systems. Finally, this book is about “things (not technology; not how-to; not theory) I wish I knew before I got started.” Digital preservation is concerned with the life cycle of the digital object in a robust and all-inclusive way. Many Europeans and some North Americans may refer to digital curation to mean the same thing, taking digital preservation to be the very limited steps and processes needed to insure access over the long term. The authors take digital preservation in the broadest sense of the term: looking at all aspects of curating and preserving digital content for long term access. The book is divided into four parts based on the Digital Preservation Triad: Situating Digital Preservation, Management Aspects, Technology Aspects, and Content-Related Aspects. The book includes a foreword by Michael Lesk, eminent scholar and forerunner in digital librarianship and preservation. The book features an appendix providing additional information and resources for digital preservationists. Finally, there is a glossary to support a clear understanding of the terms presented in the book. Digital Preservation will answer questions that you might not have even known you had, leading to more successful digital preservation initiatives.",2014-04-10
Information Semiotics for Digital Humanities: Towards a New Conception of Quantity and Quality in Culture,Michael Filimowicz,"As symbolic systems put reality into play, so mediation puts symbolic systems into play - this statement captures the premise of information semiotics or alternately, semiotic informatics. Digital humanities calls for an integration of systems thinking into humanist inquiry. Without systems thinking, digital humanists can only utilize, as end users, available digital tools toward the traditional ends of humanist research, such as using software, code editors and prototyping platforms to produce interpretations or criticisms of ever more narrowly defined cultural specificities. Systems theoretic lenses and tools always remain available as a methodological mode and is descriptive of much work that can come under the heading of 'digital humanities' today, which has yet to integrate systems thinking into its general literature. A more technologically reflexive approach-one that takes seriously the conceptual underpinnings of technology and its deeper implications for humanities' digital discourse domains-challenges traditional self-understandings of what it is that humanities 'does' or is supposed to be concerned with.",2020-01-31
The Bloomsbury Handbook of the Digital Humanities,James O'Sullivan,"""Comprising a selection of scholarly essays from some of the field's most recognised and accomplished figures, this collection offers a series of timely interventions into some of the most pressing matters currently faced within the wider digital humanities, issues of perspective, methodology, access, capacity, and sustainability. Compelling anyone with an interest in the digital humanities, be they newcomers or adepts, to reconsider and reimagine the past, present, and future of DH, The Bloomsbury Handbook of Digital Humanities is intuitively divided into five sections: ""Perspectives & Polemics"", ""Methods, Tools & Techniques"", ""Public Digital Humanities"", ""Digital Humanities in Practice"", and ""DH Futures"". These sections and the contributions contained within serve as a roadmap through the discipline's myriad formulations, failings, and possibilities. This book is essential reading for scholars and students of the digital humanities, whatever that may be, and whatever DH might become.""--",2022
Interdisciplining Digital Humanities,Julie T Klein,"Interdisciplining Digital Humanities sorts through definitions and patterns of practice over roughly sixty-five years of work, providing an overview for specialists and a general audience alike. It is the only book that tests the widespread claim that Digital Humanities is interdisciplinary. By examining the boundary work of constructing, expanding, and sustaining a new field, it depicts both the ways this new field is being situated within individual domains and dynamic cross-fertilizations that are fostering new relationships across academic boundaries. It also accounts for digital reinvigorations of “public humanities” in cultural heritage institutions of museums, archives, libraries, and community forums.",2015-01-05
CMC Corpora through the prism of digital humanities,"Julien Longhi,Claudia Marinica",NA,2020-05
Digital Humanities,"Fotis Jannidis,Hubertus Kohle,Malte Rehbein","Computerbasierte Verfahren greifen in viele Bereiche der Geistes- und Kulturwissenschaften ein und spielen eine zunehmende Rolle in der universitären Bildung. Dieser Band bietet eine fundierte Einführung in die grundlegenden Konzepte, Methoden und Werkzeuge der Digital Humanities. Sie präsentiert Grundlagen wie Digitalisierung, Aufbau von Datensammlungen, Datenmodellierung und XML. Darüber hinaus behandelt sie Anwendungsgebiete wie Digitale Edition, Information Retrieval, Netzwerkanalyse, Geographische Informationssysteme, Simulation ebenso weiterführende Aspekte wie die Rolle der Bibliotheken, Archive und Museen sowie rechtliche und ethische Fragen.",2017-02-20
Media Boundaries and Conceptual Modelling,Øyvind Eide,"Media Boundaries and Conceptual Modelling forms part of the humanities tradition by facing one of the fundamental problems since antiquity: how different media represent the world we live in. It intersects also with the digital by addressing the problem with the help of a digital humanities method: computer assisted conceptual modelling. And it acknowledges the spatial turn by investigating the boundary between what has traditionally been the two main media for representation of geospatial information: texts and maps. It contributes to the further development of digital humanities and bridges the two areas of digital humanities and intermedia studies. Further, it strengthens the theoretical foundation for research and teaching in spatial digital humanities. The book meets the lack of critical discussion of the practice of digital mapping, offering a theoretically based understanding of such practices from a humanities perspective. More generally, it contributes to the theoretical discussion of modelling in digital humanities.",2016-04-29
Shaping the Digital Dissertation,"Virginia Kuhn,Anke Finger","This volume is a timely intervention that not only helps demystify the idea of a digital dissertation for students and their advisors, but will be broadly applicable to the work of librarians, administrators, and anyone else concerned with the future of graduate study in the humanities and digital scholarly publishing. Roxanne Shirazi, The City University of New York Digital dissertations have been a part of academic research for years now, yet there are still many questions surrounding their processes. Are interactive dissertations significantly different from their paper-based counterparts? What are the effects of digital projects on doctoral education? How does one choose and defend a digital dissertation? This book explores the wider implications of digital scholarship across institutional, geographic, and disciplinary divides. The volume is arranged in two sections: the first, written by senior scholars, addresses conceptual concerns regarding the direction and assessment of digital dissertations in the broader context of doctoral education. The second section consists of case studies by PhD students whose research resulted in a natively digital dissertation that they have successfully defended. These early-career researchers have been selected to represent a range of disciplines and institutions. Despite the profound effect of incorporated digital tools on dissertations, the literature concerning them is limited. This volume aims to provide a fresh, up-to-date view on the digital dissertation, considering the newest technological advances. It is especially relevant in the European context where digital dissertations, mostly in arts-based research, are more popular. Shaping the Digital Dissertation aims to provide insights, precedents and best practices to graduate students, doctoral advisors, institutional agents, and dissertation committees. As digital dissertations have a potential impact on the state of research as a whole, this edited collection will be a useful resource for the wider academic community and anyone interested in the future of doctoral studies.",2021-05-04
Digital sociologies,"Daniels, Jessie,Gregory, Karen","Providing a much needed overview of the growing field of digital sociology, this handbook connects digital media technologies to the traditional sociological areas of study, like labour, culture, education, race, class and gender. Rooted in a critical understanding of inequality as foundational to digital sociology and is edited by leaders in the field. It includes topics ranging from web analytics, wearable technologies, social media analysis and digital labour. This rigorous, accessible text explores contemporary dilemmas and problems of the digital age in relation to inequality, institutions and social identity, making it suitable for use for a global audience on a variety of social science courses and beyond. Offering an important step forward for the discipline of sociology Digital sociologies is an important intellectual benchmark in placing digital at the forefront of investigating the social.",2016-11-16
Doing More Digital Humanities,"Constance Crompton,Richard J. Lane,Ray Siemens","""As digital media, tools, and techniques continue to impact and advance the humanities, Doing More Digital Humanities provides practical information on how to do digital humanities work. This book offers: A comprehensive, practical guide to the digital humanities; Accessible introductions, which in turn provide the grounding for the more advanced chapters within the book; An overview of core competencies, to help research teams, administrators, and allied groups, make informed decisions about suitable collaborators, skills development, and workflow; Guidance for individuals, collaborative teams, and academic managers who support digital humanities researchers; Contextualized case studies, including examples of projects, tools, centres, labs, and research clusters; Resources for starting digital humanities projects, including links to further readings, training materials and exercises, and resources beyond; Additional augmented content that complements the guidance and case studies in Doing Digital Humanities""--",2020
Digital Humanities for Literary Studies,James O'Sullivan,"Digital Humanities for Literary Studies introduces readers to an intuitive range of computer-assisted methods and techniques suited to literary criticism. It describes a selection of the most popular approaches currently being applied by digital humanities scholars, providing both a technical explanation of these methodologies as well as a guide to key theoretical considerations. This edition includes the theoretical underpinnings necessary to understand the fundamentals and purpose of a particular methodology, while each chapter links to a companion website with supplementary materials intended to help readers apply techniques to their own research. Digital Humanities for Literary Studies equips readers with a stronger understanding of how computation can assist in literary criticism. It offers a critical and practical overview of the technical and literary considerations involved in digital humanities approaches to literature, a survey of the tools used, and examples of how one might go about conducting text analysis with computers. Comprised of contributions from some of the pioneers of digital humanities, this essential new resource sheds light on the ways in which the digital humanities can be used to compel, interpret, and re-examine ways of reading.",2020-12-15
Electronic Literature as Digital Humanities,"Dene Grigar,James Christopher O'Sullivan","Electronic Literature as Digital Humanities: Contexts, Forms & Practices is a volume of essays that provides a detailed account of born-digital literature by artists and scholars who have contributed to its birth and evolution. Rather than offering a prescriptive definition of electronic literature, this book takes an ontological approach through descriptive exploration, treating electronic literature from the perspective of the digital humanities (DH) that is, as an area of scholarship and practice that exists at the juncture between the literary and the algorithmic. The domain of DH is typically segmented into the two seemingly disparate strands of criticism and building, with scholars either studying the synthesis between cultural expression and screens or the use of technology to make artifacts in themselves. This book regards electronic literature as fundamentally DH in that it synthesizes these two constituents. Electronic Literature as Digital Humanities provides a context for the development of the field, informed by the forms and practices that have emerged throughout the DH moment, and finally, offers resources for others interested in learning more about electronic literature.",2020
Big Data in Computational Social Science and Humanities,Shu-Heng Chen,"This edited volume focuses on big data implications for computational social science and humanities from management to usage. The first part of the book covers geographic data, text corpus data, and social media data, and exemplifies their concrete applications in a wide range of fields including anthropology, economics, finance, geography, history, linguistics, political science, psychology, public health, and mass communications. The second part of the book provides a panoramic view of the development of big data in the fields of computational social sciences and humanities. The following questions are addressed: why is there a need for novel data governance for this new type of data?, why is big data important for social scientists?, and how will it revolutionize the way social scientists conduct research? With the advent of the information age and technologies such as Web 2.0, ubiquitous computing, wearable devices, and the Internet of Things, digital society has fundamentally changed what we now know as ""data"", the very use of this data, and what we now call ""knowledge"". Big data has become the standard in social sciences, and has made these sciences more computational. Big Data in Computational Social Science and Humanities will appeal to graduate students and researchers working in the many subfields of the social sciences and humanities.",2018-11-21
